32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
176,176,176,176,176,176,176,32,32,32,32,32,32,32,32,32
176,176,176,176,176,176,176,32,32,32,32,32,32,32,32,32
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
32,32,32,32,32,32,32,32,32,32,32,32,32,32,176,32
32,32,32,32,32,32,32,32,32,32,32,32,32,176,176,32
32,32,32,32,32,32,32,32,32,32,32,32,176,176,32,32
32,32,32,32,32,32,32,32,32,32,32,176,176,32,32,32
32,32,32,32,32,32,32,32,32,32,176,176,32,32,32,32
32,32,32,32,32,32,32,32,32,32,176,32,32,32,32,32
32,32,32,32,32,32,32,32,32,32,176,32,32,32,32,32
32,32,32,32,32,32,32,32,32,32,176,32,32,32,32,32
32,32,32,32,32,32,32,32,32,32,176,32,32,32,32,32
32,32,32,32,32,32,32,32,32,32,176,32,32,32,32,32
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
32,32,32,32,32,32,32,32,176,32,32,32,32,32,32,32
32,32,32,32,32,32,32,32,176,176,32,32,32,32,32,32
32,32,32,32,32,32,32,32,176,176,176,32,32,32,32,32
32,32,32,32,32,32,32,32,176,176,176,176,32,32,32,32
32,32,32,32,32,32,61,61,176,176,176,176,32,32,32,32
32,32,32,32,32,61,61,61,176,176,176,176,32,32,32,32
32,32,32,32,32,61,61,61,176,176,176,176,32,32,32,32
32,32,32,32,32,32,32,32,176,176,176,176,32,32,32,32
32,32,32,32,32,32,32,32,32,176,176,176,32,32,32,32
32,32,32,32,32,32,32,32,32,32,176,176,32,32,32,32
32,32,32,32,32,32,32,32,32,32,32,176,32,32,32,32
32,32,32,32,32,32,32,32,32,32,32,176,32,32,32,32
32,32,32,32,32,32,32,32,32,32,32,176,32,32,32,32
32,32,32,32,32,32,32,32,32,32,46,176,32,32,32,32
32,32,32,32,32,32,32,32,32,32,32,176,32,32,32,32
32,32,32,32,32,32,32,32,32,32,32,176,32,32,32,32
32,176,32,32,32,32,32,32,32,32,32,32,32,32,32,32
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
32,32,32,32,32,176,32,32,32,32,32,32,32,32,32,32
32,32,32,32,32,32,32,32,32,176,32,32,32,32,32,32
32,32,176,32,32,32,32,32,32,32,32,32,32,32,32,176
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
32,32,32,32,32,32,176,32,32,32,32,32,32,176,32,32
32,176,32,32,32,32,32,32,32,32,32,32,32,32,32,32
32,32,32,32,32,32,32,32,176,32,32,32,32,32,32,32
32,32,32,32,32,32,32,32,32,32,32,176,32,32,32,32
32,32,32,32,176,32,32,32,32,32,32,32,32,32,32,32
32,32,176,32,32,32,32,32,32,176,32,32,32,32,176,32
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
32,32,32,32,32,176,32,32,32,32,32,32,32,32,32,32
32,176,32,32,32,32,32,32,32,32,32,176,176,32,32,32
32,32,32,32,32,32,32,176,32,32,32,32,32,32,32,32
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,176
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,176
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,176
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,176
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,176
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,176
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,176
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,176
32,32,32,32,32,32,32,32,32,32,32,35,32,32,32,176
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,176
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,176
32,32,32,32,32,32,32,32,32,32,32,35,32,32,32,176
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,176
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,176
32,32,32,32,32,32,32,32,32,32,32,35,32,32,32,176
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,176
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,176
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,176
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,176
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,176
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,176
32,32,32,32,32,32,32,32,32,32,32,32,61,61,61,176
32,32,32,32,32,32,32,32,32,32,32,32,61,61,61,176
32,32,32,32,32,32,32,32,32,32,32,32,32,61,61,176
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,176
176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
